rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
26	1	1	1	0.5958040646422321	-4.846836667632565	N/A	46.89699467839012	C15H29NO3	[M + H]+	BACYUWVYYTXETD	InChI=1S/C15H29NO3/c1-3-4-5-6-7-8-9-10-11-12-14(17)16(2)13-15(18)19/h3-13H2,1-2H3,(H,18,19)	Sarkosyl	CCCCCCCCCCCC(=O)N(C)CC(=O)O	4.5	7348;5078130	NORMAN:(NS00011477);COCONUT:(CNP0155610);PubChem class - food;PubChem:(7348 5078130);ZINC bio:(ZINC38141468);additional;MeSH:(7348);PubChem class - safety and toxic;Training Set;PubMed	204234822	272.22215779622394	361.781	177_Ga_QC_Iter_177
27	2	1	6	0.5798348658731324	-3.808581965047992	N/A	32.080249603980505	C21H27N7O14P2	[M + H]+	BAWFJGJZGIEFAR	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1	beta-NAD	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	-4.18747711	925;926;5892;5893;111288;111289;196624;444255;445582;445842;445941;446251;447143;447631;447862;4231851;6093167;5288979;5315996;5315997;6323434;6604186;6604187;10508752;6713973;12112416;12358825;10897651;11285297;15938971;16758169;16758170;17754099;17754100;16122611;16219771;16219772;25162925;24802370;45105095;45109817;45109818;44119953;44119954;44223994;44431145;57149547;53307537;58520928;57662082;59148238;57935611;58971952;58971953;58016069;73415790;71751003;71775340;86280469;86289114;88883726;89105968;89517021;90350174;91206495;91262653;123173172;122172989;123658914;124708394;124708395;124708396;124918572;124918573;124918574;123935473;127255362;130196205;131707634;134559577;131865506;134720244;135083510;137228245;137269391;138753054;138753055	HMDB:(902);SuperNatural:(SN00338126 SN00285931 SN00394074 SN00339089);ZINC bio:(ZINC08214766 ZINC30320646);additional;MeSH:(5892 5893 15938971 73415790);Plantcyc:(NAD);PubMed;NORMAN:(NS00008868);COCONUT:(CNP0083343 CNP0092651 CNP0158904 CNP0239834);KNApSAcK:(7256);Natural Products:(UNPD88036 UNPD11088 UNPD165056);PubChem:(925 926 5892 5893 111288 111289 196624 444255 445582 445842 445941 446251 447143 447631 447862 4231851 6093167 5288979 5315996 5315997 6323434 6604186 6604187 10508752 6713973 12112416 12358825 10897651 11285297 15938971 16758169 16758170 17754099 17754100 16122611 16219771 16219772 25162925 24802370 45105095 45109817 45109818 44119953 44119954 44223994 44431145 57149547 53307537 58520928 57662082 59148238 57935611 58971952 58971953 58016069 73415790 71751003 71775340 86280469 86289114 88883726 89105968 89517021 90350174 91206495 91262653 123173172 122172989 123658914 124708394 124708395 124708396 124918572 124918573 124918574 123935473 127255362 130196205 131707634 134559577 131865506 134720244 135083510 137228245 137269391 138753054 138753055);CHEBI:(44215 77017 15846 77173 57540);PubChem class - bio and metabolites;KEGG:(C00003);PubChem class - safety and toxic;YMDB:(110);Training Set;PubChem class - drug;Biocyc:(NAD SMA-0000202 CPD-16008)	121629054	664.1174011230469	72.63	26_Ga_QC_Iter_26
28	1	2	2	0.5732120022631148	-1.1621793671148042	N/A	98.97846158224998	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Lobamine	CSCCC(C(=O)O)N	-0.380316257	876;6137;84815;169695;174768;450576;5249997;5255805;5460884;5460888;5460889;5460891;5460892;10511090;10630758;6992087;6992109;10773221;10844642;10176215;10219537;11789360;11804952;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16213430;16217582;53796132;53462885;57616905;57616936;57616953;58618342;71308948;71308865;71308866;71308867;71308933;71309197;71311580;88472549;90704993;90714884;88901898;88901901;88901910;101064246;101132627;101151584;101151585;101611382;102185300;102217574;102468411;117064443;117064844;123729319;124202795;126455849;129646641;131707341;131708677;131708710;135373086;137331793	HMDB:(696 33951);PubChem class - food;SuperNatural:(SN00156215 SN00002217);ZINC bio:(ZINC01532529 ZINC01532766);additional;HSDB:(63-68-3);MeSH:(876 6137 84815 15556483);Plantcyc:(CPD-218 MET);PubMed;NORMAN:(NS00006428);COCONUT:(CNP0082849 CNP0163277 CNP0217457);KNApSAcK:(1379);Natural Products:(UNPD4440 UNPD174204);PubChem:(876 6137 84815 169695 174768 450576 5249997 5255805 5460884 5460888 5460889 5460891 5460892 10511090 10630758 6992087 6992109 10773221 10844642 10176215 10219537 11789360 11804952 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16213430 16217582 53796132 53462885 57616905 57616936 57616953 58618342 71308948 71308865 71308866 71308867 71308933 71309197 71311580 88472549 90704993 90714884 88901898 88901901 88901910 101064246 101132627 101151584 101151585 101611382 102185300 102217574 102468411 117064443 117064844 123729319 124202795 126455849 129646641 131707341 131708677 131708710 135373086 137331793);CHEBI:(57932 32646 32644 32637 16811 16643 32638 32631 32632 64558 57844 16867);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00073 C01733 C00855);PubChem class - safety and toxic;YMDB:(816 318);Training Set;PubChem class - drug;Biocyc:(MET CPD-218)	17435716478	150.05848185221353	36.337	8_Ga_QC_Iter_8
29	1	2	4	0.5708224949125122	-11.702487428444938	N/A	44.57692654176667	C12H12N2O3	[M - H2O + H]+	MHWLWQUZZRMNGJ	InChI=1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)	Betaxina	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	1.64508712	4421;3996620;10036953;46782419;101418063;139097676	HMDB:(14917);SuperNatural:(SN00000498);ZINC bio:(ZINC00057421);additional;HSDB:(389-08-2);MeSH:(4421);PubMed;NORMAN:(NS00009829);COCONUT:(CNP0060057 CNP0160996);PubChem:(4421 3996620 10036953 46782419 101418063 139097676);CHEBI:(100147 62070);PubChem class - bio and metabolites;KEGG:(C05079);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-21025)	121400174	215.0814005533854	251.808	135_Ga_QC_Iter_135
30	1	1	1	0.5460933939786938	-5.828080363430488	N/A	47.72295291009759	C16H35NO2	[M + H]+	NKFNBVMJTSYZDV	InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3	Lauryldiethanolamine	CCCCCCCCCCCCN(CCO)CCO	4.5	352309;21224599	NORMAN:(NS00047598);PubChem class - safety and toxic;Training Set;PubChem:(352309 21224599);PubMed	67387458	274.2747802734375	285.598	145_Ga_QC_Iter_145
31	1	1	2	0.5457430432621974	-7.597559194966016	N/A	88.68339032219349	C10H18N2O3	[M + H]+	GIAZPLMMQOERPN	InChI=1S/C10H18N2O3/c1-6(2)8(11)9(13)12-5-3-4-7(12)10(14)15/h6-8H,3-5,11H2,1-2H3,(H,14,15)	Valylproline	CC(C)C(C(=O)N1CCCC1C(=O)O)N	-0.0725809038	5003412;7408334;7408335;9837272;12919066;11902930;40520347;40520349;44369145;53839468;78923219;79012637	NORMAN:(NS00014986);HMDB:(29135);PubChem:(5003412 7408334 7408335 9837272 12919066 11902930 40520347 40520349 44369145 53839468 78923219 79012637);CHEBI:(73701);ZINC bio:(ZINC04899618);additional;PubChem class - bio and metabolites;Training Set;PubMed	17588330	215.13896687825522	94.345	41_Ga_QC_Iter_41
32	6	1	10	0.5388796495617455	-24.233996920903884	N/A	79.86638011623441	C15H21N3O7	[M + H]+	HGPFBBLWWYJNLS	InChI=1S/C15H21N3O7/c19-11-5-3-8(16-11)13(22)17-9(4-6-12(20)21)14(23)18-7-1-2-10(18)15(24)25/h8-10H,1-7H2,(H,16,19)(H,17,22)(H,20,21)(H,24,25)	(2S)-1-[(2S)-4-carboxy-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]butanoyl]pyrrolidine-2-carboxylic acid	C1CC(N(C1)C(=O)C(CCC(=O)O)NC(=O)C2CCC(=O)N2)C(=O)O	-1.14703178	11382687	PubChem:(11382687)	2	356.14825439453125	119.771	59_Ga_QC_Iter_59
33	1	1	1	0.5336648210083905	-27.169559023732177	N/A	174.20703959619573	C13H25NO3	[M + H]+	FHRQTSVMKLZYME	InChI=1S/C13H25NO3/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H2,14,15)(H,16,17)	null	C(CCCCCC(=O)N)CCCCCC(=O)O	3.032094	85711399	PubChem:(85711399)	2	244.19029235839844	277.137	142_Ga_QC_Iter_142
34	1	1	4	0.528865577110427	-54.35269750576148	N/A	32.3668685584239	C28H49N5O6	[M + H]+	KCPMPYBJPBRURZ	InChI=1S/C28H49N5O6/c1-16(2)13-19(29)26(36)32-11-7-9-22(32)24(34)30-20(14-17(3)4)27(37)33-12-8-10-23(33)25(35)31-21(28(38)39)15-18(5)6/h16-23H,7-15,29H2,1-6H3,(H,30,34)(H,31,35)(H,38,39)	null	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)O)N	2.28332019	134827533	PubChem:(134827533);PubMed	66	552.3764444986979	232.329	129_Ga_QC_Iter_129
35	1	1	2	0.5238121864385722	-7.630753788945706	N/A	79.5056686172851	C5H5N5	[M + H]+	GFFGJBXGBJISGV	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	adenine	C1=NC2=NC=NC(=C2N1)N	-0.420141459	190;145773;5231965;5232021;10510933;10558676;12254451;12254453;12254454;10855511;10920592;10997088;11094673;11116183;11263523;16735292;16735560;22564646;53835261;53835262;53349103;57461989;66995532;101129868;101129869;101153232;101153233;101239558;101239559;136016208;136136180;136165284;136645033;136645034;137067458;136174353;136680286;136238512;136735806;136494260;136496524;138396137	HMDB:(34);ZINC bio:(ZINC00000882);additional;MeSH:(190);Plantcyc:(ADENINE);PubMed;NORMAN:(NS00010868);COCONUT:(CNP0128332);KNApSAcK:(1490);Natural Products:(UNPD128555);PubChem:(190 145773 5231965 5232021 10510933 10558676 12254451 12254453 12254454 10855511 10920592 10997088 11094673 11116183 11263523 16735292 16735560 22564646 53835261 53835262 53349103 57461989 66995532 101129868 101129869 101153232 101153233 101239558 101239559 136016208 136136180 136165284 136645033 136645034 137067458 136174353 136680286 136238512 136735806 136494260 136496524 138396137);CHEBI:(16708);PubChem class - bio and metabolites;KEGG:(C00147);PubChem class - safety and toxic;YMDB:(887);PubChem class - drug;Biocyc:(ADENINE SMA-0000072)	120564094	136.0613810221354	83.509	33_Ga_QC_Iter_33
36	1	2	4	0.5129578636539814	-0.5001429675932889	N/A	96.95415294459981	C11H12N2O2	[M + H]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	205.09697469075522	123.398	61_Ga_QC_Iter_61
37	1	1	3	0.5069070537066523	-148.63242623118387	N/A	66.32887945409195	C11H19N5O2	[M + H]+	ZRJHYOXNWCMGMW	InChI=1S/C11H19N5O2/c12-11(13)14-5-1-3-7-10(18)16-6-2-4-8(16)9(17)15-7/h7-8H,1-6H2,(H,15,17)(H4,12,13,14)	2-{3-[(3R,8aR)-1,4-dioxo-hexahydropyrrolo[1,2-a]piperazin-3-yl]propyl}guanidine	C1CC2C(=O)NC(C(=O)N2C1)CCCN=C(N)N	-1.39999998	449095;5288107;9856385;9856386;21778598;137347862	COCONUT:(CNP0281442);KNApSAcK:(16181);Natural Products:(UNPD31188 UNPD135925);PubChem:(449095 5288107 9856385 9856386 21778598 137347862);SuperNatural:(SN00403086 SN00254051);PubChem class - bio and metabolites	19955730	254.16114807128906	85.885	35_Ga_QC_Iter_35
38	1	2	4	0.49772179433171837	-8.773356078426357	N/A	75.02037399911592	C10H18N2O5S	[M + H]+	RQNSKRXMANOPQY	InChI=1S/C10H18N2O5S/c1-18-5-4-7(10(16)17)12-8(13)3-2-6(11)9(14)15/h6-7H,2-5,11H2,1H3,(H,12,13)(H,14,15)(H,16,17)	(2R)-2-amino-5-[[(1S)-1-carboxy-3-methylsulfanylpropyl]amino]-5-oxopentanoic acid	CSCCC(C(=O)O)NC(=O)CCC(C(=O)O)N	-3.0999999	7009566;7009567;13894652;11460120;86290018;87315836;87315837	COCONUT:(CNP0114007 CNP0299934);HMDB:(34367);Natural Products:(UNPD26674);PubChem:(7009566 7009567 13894652 11460120 86290018 87315836 87315837);SuperNatural:(SN00002902);CHEBI:(133690 82965);ZINC bio:(ZINC02384789);additional;PubChem class - bio and metabolites;Training Set	20504618	279.1015218098958	96.646	43_Ga_QC_Iter_43
39	1	1	2	0.4925618173493339	-45.83004426162639	N/A	37.00673272830221	C6H8BP	[M + H]+	SFSKSFMDNSWPMC	InChI=1S/C6H8BP/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2	null	BPC1=CC=CC=C1	0.0	132552398	PubChem:(132552398)	2	122.0577875773112	99.222	48_Ga_QC_Iter_48
40	1	1	11	0.49168619787354245	-311.53927654026717	N/A	64.90482032131237	C21H39N3O16	[M + K]+	WMWJJFFJGHOJPS	InChI=1S/C21H39N3O16/c22-8-11(30)14(6(2-26)36-18(8)35)38-19-9(23)12(31)15(7(3-27)37-19)39-20-10(24)13(32)17(34)21(4-28,40-20)16(33)5(29)1-25/h5-15,17-20,25-32,34-35H,1-4,22-24H2	null	C(C1C(C(C(C(O1)O)N)O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)(CO)C(=O)C(CO)O)O)O)N)O)N)O	-9.39999962	129704297	PubChem:(129704297)	2	628.1939697265625	440.497	218_Ga_QC_Iter_218
41	1	1	2	0.46645719363010024	-1.0886042696499587	N/A	32.9772750448775	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.10540771484375	83.468	32_Ga_QC_Iter_32
42	7	1	10	0.4336812842642952	-91.8998621614107	N/A	47.349748049262864	C25H43N9O10	[M + H]+	OPHQSIHEYKYIFW	InChI=1S/C25H43N9O10/c26-8-2-1-4-15(24(42)34-9-3-5-17(34)25(43)44)33-23(41)14(6-7-18(28)36)31-21(39)12-30-22(40)16(13-35)32-20(38)11-29-19(37)10-27/h14-17,35H,1-13,26-27H2,(H2,28,36)(H,29,37)(H,30,40)(H,31,39)(H,32,38)(H,33,41)(H,43,44)	null	C1CC(N(C1)C(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)CN)C(=O)O	-7.9000001	10168166	PubChem:(10168166)	2	630.3246663411459	170.476	85_Ga_QC_Iter_85
43	8	1	8	0.4309461012791633	-84.19866755414166	N/A	32.95840532749539	C39H78NO9P	[M + H]+	HJPFSHQFRFOLEM	InChI=1S/C39H78NO9P/c1-3-5-7-9-10-11-12-13-14-15-19-22-26-30-38(42)46-34-37(35-48-50(44,45)47-33-32-40)49-39(43)31-27-23-20-17-16-18-21-25-29-36(41)28-24-8-6-4-2/h36-37,41H,3-35,40H2,1-2H3,(H,44,45)	null	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC(CCCCCC)O	9.39999962	138169142	PubChem:(138169142)	2	736.5431111653646	505.037	231_Ga_QC_Iter_231
44	1	1	3	0.42562579161950254	-1.3424865801922161	N/A	40.06913363971278	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.1025390625	84.677	34_Ga_QC_Iter_34
45	1	1	10	0.42246179529300715	-78.9139291790917	N/A	68.04528821804232	C29H43N5O6	[M + H]+	ZTVIQXQXZQPLEX	InChI=1S/C29H43N5O6/c1-17(2)23(30)26(36)32-24(18(3)4)28(38)34-15-9-13-22(34)27(37)33-14-8-12-21(33)25(35)31-20(29(39)40)16-19-10-6-5-7-11-19/h5-7,10-11,17-18,20-24H,8-9,12-16,30H2,1-4H3,(H,31,35)(H,32,36)(H,39,40)	null	CC(C)C(C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)N	0.100000001	9807824	PubChem:(9807824)	2	558.3283996582031	209.321	116_Ga_QC_Iter_116
46	1	1	3	0.42095982706034635	-6.231367563683371	N/A	35.8371227631554	C12H27O4P	[M + H]+	STCOOQWBFONSKY	InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3	bmse000777	CCCCOP(=O)(OCCCC)OCCCC	3.9181757	31357;90474085;124202817	PubChem class - food;SuperNatural:(SN00214456);Maconda:(CON00113);ZINC bio:(ZINC01586777);additional;HSDB:(126-73-8);MeSH:(31357);PubMed;NORMAN:(NS00010255);COCONUT:(CNP0086420);PubChem:(31357 90474085 124202817);CHEBI:(35019);PubChem class - bio and metabolites;KEGG:(C14439);PubChem class - safety and toxic;Training Set;PubChem class - drug	255616870	267.1722717285156	358.154	176_Ga_QC_Iter_176
47	1	1	2	0.4161254625541563	-29.311005311221766	N/A	55.18053094249285	C20H43NO4	[M + H]+	NUSMTFFYLONGGV	InChI=1S/C20H43NO4/c1-2-3-4-5-6-7-8-9-10-11-12-21(13-17-24-19-15-22)14-18-25-20-16-23/h22-23H,2-20H2,1H3	2-[2-[dodecyl-[2-(2-hydroxyethoxy)ethyl]amino]ethoxy]ethanol	CCCCCCCCCCCCN(CCOCCO)CCOCCO	4.19999981	4551027	PubChem:(4551027)	2	362.3272399902344	288.014	147_Ga_QC_Iter_147
48	1	1	1	0.4050873213319487	-9.221237189588036	N/A	59.38679752144525	C11H20N2O3	[M + H]+	ZKQOUHVVXABNDG	InChI=1S/C11H20N2O3/c1-7(2)6-9(11(15)16)13-10(14)8-4-3-5-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	L-prolyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)C1CCCN1	0.826708674	1784491;1784492;444109;3527720;7082009;40518077;40518078;40518083;44368932;61158249;61160401;78975731;103869063	SuperNatural:(SN00069748);ZINC bio:(ZINC04040320);additional;MeSH:(444109 3527720);PubMed;NORMAN:(NS00014907);COCONUT:(CNP0371928);PubChem:(1784491 1784492 444109 3527720 7082009 40518077 40518078 40518083 44368932 61158249 61160401 78975731 103869063);CHEBI:(74791);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20355)	20736102	229.1552734375	103.901	50_Ga_QC_Iter_50
